COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,AREA_OF_USE_CODE,COORD_REF_SYS_KIND,COORD_SYS_CODE,DATUM_CODE,BASE_CRS_CODE,PROJECTION_CONV_CODE,CMPD_HORIZCRS_CODE,CMPD_VERTCRS_CODE,CRS_SCOPE,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_CRS,DEPRECATED
63176405,"Dealul Piscului 1970 (deg)",,"geographic 2D",6405,,4317,101,,,,"See CRS code 4317 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
66236405,"CSG67 (deg)",,"geographic 2D",6405,,4623,101,,,,"See CRS code 4623 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/29/02 00:00:00",,1,1
2002,"Dominica 1945 / British West Indies Grid",,"projected",4400,,4602,19942,,,,,"Ordnance Survey of Great Britain","EPSG","03/07/00 00:00:00","1999.740",1,0
2058,"ED50(ED77) / UTM zone 38N",,"projected",4400,,4154,16038,,,,,,"EPSG","03/07/00 00:00:00","1999.740",1,0
2059,"ED50(ED77) / UTM zone 39N",,"projected",4400,,4154,16039,,,,,,"EPSG","03/07/00 00:00:00","1999.740",1,0
2060,"ED50(ED77) / UTM zone 40N",,"projected",4400,,4154,16040,,,,,,"EPSG","03/07/00 00:00:00","1999.740",1,0
2192,"ED50 / France EuroLambert",,"projected",4499,,4230,18086,,,,,"IGN Paris via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","06/05/01 00:00:00","2011.082",1,1
2206,"ED50 / 3-degree Gauss-Kruger zone 9",,"projected",4530,,4230,16269,,,,"Also found with truncated false easting - see ED50 / TM27 (code 2319).","OGP","EPSG","11/06/01 00:00:00",,1,0
2207,"ED50 / 3-degree Gauss-Kruger zone 10",,"projected",4530,,4230,16270,,,,"Also found with truncated false easting - see ED50 / TM30 (code 2320).","OGP","EPSG","11/06/01 00:00:00",,1,0
2208,"ED50 / 3-degree Gauss-Kruger zone 11",,"projected",4530,,4230,16271,,,,"Also found with truncated false easting - see ED50 / TM33 (code 2321).","OGP","EPSG","11/06/01 00:00:00",,1,0
2209,"ED50 / 3-degree Gauss-Kruger zone 12",,"projected",4530,,4230,16272,,,,"Also found with truncated false easting - see ED50 / TM36 (code 2322).","OGP","EPSG","11/06/01 00:00:00",,1,0
2210,"ED50 / 3-degree Gauss-Kruger zone 13",,"projected",4530,,4230,16273,,,,"Also found with truncated false easting - see ED50 / TM39 (code 2323).","OGP","EPSG","11/06/01 00:00:00",,1,0
2211,"ED50 / 3-degree Gauss-Kruger zone 14",,"projected",4530,,4230,16274,,,,"Also found with truncated false easting - see ED50 / TM42 (code 2324).","OGP","EPSG","11/06/01 00:00:00",,1,0
2212,"ED50 / 3-degree Gauss-Kruger zone 15",,"projected",4530,,4230,16275,,,,"Also found with truncated false easting - see ED50 / TM45 (code 2325).","OGP","EPSG","11/06/01 00:00:00",,1,0
2214,"Douala 1948 / AOF west",,"projected",4400,,4192,18415,,,,"Superseded by Manoca 1962 / UTM zone 32N (code 2215).",,"EPSG","01/18/02 00:00:00",,1,1
2319,"ED50 / TM27",,"projected",4530,,4230,16305,,,,"Also found with zone number prefix to false easting - see ED50 / 3-degree Gauss-Kruger zone 9 (code 2206).","General Command of Mapping via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","07/22/06 00:00:00","2005.180 2006.592",1,0
2320,"ED50 / TM30",,"projected",4530,,4230,16370,,,,"Also found with zone number prefix to false easting - see ED50 / 3-degree Gauss-Kruger zone 10 (code 2207).","General Command of Mapping via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","05/27/05 00:00:00","2005.180",1,0
2321,"ED50 / TM33",,"projected",4530,,4230,16306,,,,"Also found with zone number prefix to false easting - see ED50 / 3-degree Gauss-Kruger zone 11 (code 2208).","General Command of Mapping via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","07/22/06 00:00:00","2005.180 2006.592",1,0
2322,"ED50 / TM36",,"projected",4530,,4230,16372,,,,"Also found with zone number prefix to false easting - see ED50 / 3-degree Gauss-Kruger zone 12 (code 2209).","General Command of Mapping via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","05/27/05 00:00:00","2005.180",1,0
2323,"ED50 / TM39",,"projected",4530,,4230,16307,,,,"Also found with zone number prefix to false easting - see ED50 / 3-degree Gauss-Kruger zone 13 (code 2210).","General Command of Mapping via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","07/22/06 00:00:00","2005.180 2006.592",1,0
2324,"ED50 / TM42",,"projected",4530,,4230,16374,,,,"Also found with zone number prefix to false easting - see ED50 / 3-degree Gauss-Kruger zone 14 (code 2211).","General Command of Mapping via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","05/27/05 00:00:00","2005.180",1,0
2325,"ED50 / TM45",,"projected",4530,,4230,16308,,,,"Also found with zone number prefix to false easting - see ED50 / 3-degree Gauss-Kruger zone 15 (code 2212).","General Command of Mapping via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","07/22/06 00:00:00","2005.180 2006.592",1,0
3066,"ED50 / Jordan TM",,"projected",4400,,4230,19995,,,,"Information has not been confirmed by National Mapping Agency.","Various industry sources","EPSG","01/29/04 00:00:00",,1,0
3068,"DHDN / Soldner Berlin",,"projected",4531,,4314,19996,,,,,"Berlin state statistical office. Also at
http://www.kulturbuch-verlag.de/online/brv/D0026/F01293.pdf","EPSG","04/22/04 00:00:00",,1,0
3119,"Douala 1948 / AEF west",,"projected",4400,,4192,18415,,,,"Replaced by Manoca 1962 / UTM zone 32N (code 2215).",,"EPSG","06/17/05 00:00:00",,1,0
3893,"ED50 / Iraq National Grid",,"projected",4400,,4230,19907,,,,,"Survey Division, Ministry of Water Resources (MoWR).","EPSG","03/16/09 00:00:00","2009.003",1,0
4154,"ED50(ED77)",,"geographic 2D",6422,6154,,,,,,,"National Cartographic Centre of Iran","EPSG","01/06/04 00:00:00","2003.370",1,0
4192,"Douala 1948",,"geographic 2D",6422,6192,,,,,,"Replaced by Manoca 1962 (code 4193).","TotalFinaElf","EPSG","01/06/04 00:00:00","2003.370",1,0
4228,"Douala",,"geographic 2D",6402,6228,,,,,,,,"EPSG","06/02/95 00:00:00",,1,1
4230,"ED50",,"geographic 2D",6422,6230,,,,,,,,"EPSG","10/23/04 00:00:00","2003.370 2004.630",1,0
4458,"Dunedin-Bluff 1960 height",,"vertical",6499,1040,,,,,,,"Land Information New Zealand (LINZ) standard S25004.","EPSG","01/25/11 00:00:00","2009.081 2009.089 2011.005",1,0
3855,"EGM2008 height",,"vertical",6499,1027,,,,,,"Zero-height surface resulting from the application of the EGM2008 geoid model to the WGS 84 ellipsoid. Replaces EGM96 height (CRS code 5773).","http://earth-info.nga.mil/GandG/wgs84/gravitymod/egm2008/egm08_wgs84.html","EPSG","07/17/19 00:00:00","2008.097 2015.056 2019.032",1,0
4133,"EST92",,"geographic 2D",6422,6133,,,,,,"This name is also used for a projected CRS (see projCRS code 3300). Replaced by EST97 (code 4180).","http://www.geo.ut.ee/","EPSG","06/30/11 00:00:00","2003.370 2005.460 2011.055",1,0
4159,"ELD79",,"geographic 2D",6422,6159,,,,,,,"Various oil company records.","EPSG","01/06/04 00:00:00","2003.370",1,0
4180,"EST97",,"geographic 2D",6422,6180,4935,15593,,,,"This name is also used for a projected CRS (see projCRS code 3301). Replaces EST92 (code 4133).","EPSG. See 3D CRS for original information source.","EPSG","08/27/07 00:00:00","2003.370 2007.079",1,0
4199,"Egypt 1930",,"geographic 2D",6422,6199,,,,,,"Note that Egypt 1930 uses the International 1924 ellipsoid, unlike the Egypt 1907 CRS (code 4229) which uses the Helmert ellipsoid. Oil industry references to the Egypt 1930 name and the Helmert ellipsoid probably mean Egypt 1907.",,"EPSG","01/06/04 00:00:00","2003.370",1,0
4229,"Egypt 1907",,"geographic 2D",6422,6229,,,,,,,,"EPSG","01/06/04 00:00:00","2003.370",1,0
4231,"ED87",,"geographic 2D",6422,6231,,,,,,,,"EPSG","01/06/04 00:00:00","2003.370",1,0
4341,"EST97 (3D)",,"geographic 3D",6401,6180,,,,,,,"Estonian National Land Board via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","12/07/02 00:00:00",,1,1
4342,"EST97 (geocentric)",,"geocentric",6500,6180,,,,,,,"Estonian National Land Board via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","12/07/02 00:00:00",,1,1
4668,"ED79",,"geographic 2D",6422,6668,,,,,,,,"EPSG","05/27/05 00:00:00","2003.370 2005.180",1,0
4706,"Egypt Gulf of Suez S-650 TL",,"geographic 2D",6422,6706,,,,,,"Differs from Egypt 1907 (CRS code 4229) by approximately 20m.","Various industry sources.","EPSG","01/31/06 00:00:00",,1,0
4934,"EST97",,"geocentric",6500,6180,,,,,,,"Estonian National Land Board via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","01/05/04 00:00:00",,1,0
4935,"EST97",,"geographic 3D",6423,6180,4934,15592,,,,,"Estonian National Land Board via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","08/27/07 00:00:00","2007.079",1,0
5773,"EGM96 height",,"vertical",6499,5171,,,,,,"Zero-height surface resulting from the application of the EGM96 geoid model to the WGS 84 ellipsoid. Replaces EGM84 height (CRS code 5798). Replaced by EGM2008 height (CRS code 3855).","NASA http://cddis.gsfc.nasa.gov/926/egm96/egm96.html","EPSG","07/17/19 00:00:00","2008.010 2008.097 2015.056 2019.032",1,0
5787,"EOMA 1980 height",,"vertical",6499,5185,,,,,,,"EuroGeographics, http://crs.bkg.bund.de/crs-eu/","EPSG","03/14/08 00:00:00","2005.180 2008.010",1,0
5798,"EGM84 height",,"vertical",6499,5203,,,,,,"Zero-height surface resulting from the application of the EGM84 geoid model to the WGS 84 ellipsoid. Replaced by EGM96 height (CRS code 5773).","US National Geospatial-Intelligence Agency (NGA); https://earth-info.nga.mil/GandG/update/index.php","EPSG","07/17/19 00:00:00","2008.010 2008.097 2015.056 2019.032",1,0
5804,"EPSG seismic bin grid example A",,"engineering",6508,9312,,,,,,"Bin grid I=J=1 at WGS 84 / UTM zone 31N 456781E, 5836723N.
Bin grid orientation = 20 degrees grid. Bin width I=25m, J=12.5m. Bin increment I=1, J=1. Scale factor at origin 0.99984","UKOOA P6/98 seismic bin grid guideline.","EPSG","06/23/00 00:00:00",,1,1
5805,"EPSG seismic bin grid example B",,"engineering",6506,9312,,,,,,,,"EPSG","06/23/00 00:00:00",,1,1
4602,"Dominica 1945",,"geographic 2D",6422,6602,,,,,,,,"EPSG","01/06/04 00:00:00","2003.370",1,0
4719,"Easter Island 1967",,"geographic 2D",6422,6719,,,,,,,"DMA / NIMA / NGA TR8350.2 (3rd edition, January 2000).","EPSG","01/26/06 00:00:00",,1,0
4724,"Diego Garcia 1969",,"geographic 2D",6422,6724,,,,,,,"DMA / NIMA / NGA TR8350.2 (3rd edition, January 2000).","EPSG","01/26/06 00:00:00",,1,0
5262,"DRUKREF 03",,"geocentric",6500,1058,,,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/06/10 00:00:00","2010.086",1,0
5263,"DRUKREF 03",,"geographic 3D",6423,1058,5262,15592,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/06/10 00:00:00","2010.086",1,0
5264,"DRUKREF 03",,"geographic 2D",6422,1058,5263,15593,,,,,"OGP","EPSG","09/06/10 00:00:00","2010.086",1,0
5266,"DRUKREF 03 / Bhutan National Grid",,"projected",4400,,5264,5265,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","10/26/10 00:00:00","2010.086",1,0
5292,"DRUKREF 03 / Bumthang TM",,"projected",4400,,5264,5268,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5293,"DRUKREF 03 / Chhukha TM",,"projected",4400,,5264,5276,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5294,"DRUKREF 03 / Dagana TM",,"projected",4400,,5264,5277,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5295,"DRUKREF 03 / Gasa TM",,"projected",4400,,5264,5278,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5296,"DRUKREF 03 / Ha TM",,"projected",4400,,5264,5279,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5297,"DRUKREF 03 / Lhuentse TM",,"projected",4400,,5264,5280,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5298,"DRUKREF 03 / Mongar TM",,"projected",4400,,5264,5281,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5299,"DRUKREF 03 / Paro TM",,"projected",4400,,5264,5282,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5300,"DRUKREF 03 / Pemagatshel TM",,"projected",4400,,5264,5283,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","10/26/10 00:00:00","2010.086",1,0
5301,"DRUKREF 03 / Punakha TM",,"projected",4400,,5264,5313,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","10/26/10 00:00:00","2010.086",1,0
5302,"DRUKREF 03 / Samdrup Jongkhar TM",,"projected",4400,,5264,5285,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","10/26/10 00:00:00","2010.086",1,0
5303,"DRUKREF 03 / Samtse TM",,"projected",4400,,5264,5286,,,,,"Department of Survey and Land Records (DSLR), National Land Commission of Bhutan (NLC) via Lantmäteriet Sweden.","EPSG","09/24/10 00:00:00","2010.086",1,0
5680,"DHDN / 3-degree Gauss-Kruger zone 1 (E-N)",,"projected",4400,,4314,16261,,,,"DHDN / 3-degree Gauss-Kruger zone 1 (CRS code 5520) but with axis order reversed (and axis abbreviations changed) for GIS applications.","Bundesamt für Kartographie und Geodäsie (BKG), http://www.bkg.bund.de","EPSG","02/13/12 00:00:00","2011.104 2012.018",1,0
5733,"DNN height",,"vertical",6499,5132,,,,,,"Replaced by DVR90 height (CRS code 5799).","Kort & Matrikelstyrelsen","EPSG","03/14/08 00:00:00","2005.180 2006.972 2008.010",1,0
5750,"Douglas height",,"vertical",6499,5148,,,,,,,"Ordnance Survey of Great Britain","EPSG","03/14/08 00:00:00","2008.010",1,0
5761,"Dunedin 1958 height",,"vertical",6499,5159,,,,,,,"OSG Technical Report #10, February 2001.","EPSG","01/25/11 00:00:00","2008.010 2008.023 2011.005",1,0
5777,"Durres height",,"vertical",6499,5175,,,,,,,"EuroGeographics, http://crs.bkg.bund.de/crs-eu/","EPSG","03/14/08 00:00:00","2005.180 2008.010",1,0
5783,"DHHN92 height",,"vertical",6499,5181,,,,,,"Replaces SNN76 height (CRS code 5785) and DHHN85 height (CRS code 5784). Replaced by DHHN2016 height (CRS code 7837).","Bundesamt für Kartographie und Geodäsie (BKG) http://crs.bkg.bund.de/crs-eu/","EPSG","09/16/16 00:00:00","2005.180 2008.010 2016.030",1,0
5784,"DHHN85 height",,"vertical",6499,5182,,,,,,"Replaced by DNNH92 height (CRS code 5783).","Bundesamt für Kartographie und Geodäsie (BKG) http://crs.bkg.bund.de/crs-eu/","EPSG","03/14/08 00:00:00","2005.180 2008.010",1,0
5799,"DVR90 height",,"vertical",6499,5206,,,,,,"Replaces Dansk Normal Null height (CRS code 5733).","Kort & Matrikelstyrelsen: The Danish height system DVR90, Publ. 4.series, vol. 8, 2000.","EPSG","03/14/08 00:00:00","2008.010",1,0
7699,"DHHN12 height",,"vertical",6499,1161,,,,,,"Replaced by SNN56 and then SNN76 in East Germany and by DHHN85 in West Germany.","Landesamt für Digitalisierung, Breitband und Vermessung of Bavaria.","EPSG","12/20/15 00:00:00","2015.067",1,0
7837,"DHHN2016 height",,"vertical",6499,1170,,,,,,"Replaces DHHN92 height (CRS code 5783).","Bundesamt für Kartographie und Geodäsie (BKG) via http://www.crs-geo.eu","EPSG","09/04/16 00:00:00","2016.030",1,0
22832,"Douala / UTM zone 32N",,"projected",4400,,4228,16032,,,,,,"EPSG","06/02/95 00:00:00",,1,1
23028,"ED50 / UTM zone 28N",,"projected",4400,,4230,16028,,,,,,"EPSG","06/02/95 00:00:00","2005.180",1,0
23029,"ED50 / UTM zone 29N",,"projected",4400,,4230,16029,,,,,,"EPSG","06/02/95 00:00:00","2005.180",1,0
23030,"ED50 / UTM zone 30N",,"projected",4400,,4230,16030,,,,,,"EPSG","05/27/05 00:00:00","2005.180",1,0
23031,"ED50 / UTM zone 31N",,"projected",4400,,4230,16031,,,,,,"EPSG","05/27/05 00:00:00","2005.180",1,0
23032,"ED50 / UTM zone 32N",,"projected",4400,,4230,16032,,,,,,"EPSG","05/27/05 00:00:00","2005.180",1,0
23033,"ED50 / UTM zone 33N",,"projected",4400,,4230,16033,,,,,,"EPSG","05/27/05 00:00:00","2005.180",1,0
23034,"ED50 / UTM zone 34N",,"projected",4400,,4230,16034,,,,,,"EPSG","06/02/95 00:00:00",,1,0
23035,"ED50 / UTM zone 35N",,"projected",4400,,4230,16035,,,,,,"EPSG","05/27/05 00:00:00","2005.180",1,0
23036,"ED50 / UTM zone 36N",,"projected",4400,,4230,16036,,,,,,"EPSG","05/27/05 00:00:00","2005.180",1,0
23037,"ED50 / UTM zone 37N",,"projected",4400,,4230,16037,,,,,,"EPSG","05/27/05 00:00:00","2005.180",1,0
23038,"ED50 / UTM zone 38N",,"projected",4400,,4230,16038,,,,,,"EPSG","05/27/05 00:00:00","2005.180",1,0
23090,"ED50 / TM 0 N",,"projected",4400,,4230,16400,,,,,"Shell UK","EPSG","11/11/98 00:00:00",,1,0
23095,"ED50 / TM 5 NE",,"projected",4400,,4230,16405,,,,,"NAM","EPSG","11/11/98 00:00:00",,1,0
31461,"DHDN / 3-degree Gauss zone 1",,"projected",4499,,4314,16261,,,,,,"EPSG","03/07/00 00:00:00","2000.101",1,1
31462,"DHDN / 3-degree Gauss zone 2",,"projected",4499,,4314,16262,,,,,,"EPSG","03/07/00 00:00:00","2000.101",1,1
31463,"DHDN / 3-degree Gauss zone 3",,"projected",4499,,4314,16263,,,,,,"EPSG","03/07/00 00:00:00","2000.101",1,1
31464,"DHDN / 3-degree Gauss zone 4",,"projected",4499,,4314,16264,,,,,,"EPSG","03/07/00 00:00:00","2000.101",1,1
31465,"DHDN / 3-degree Gauss zone 5",,"projected",4499,,4314,16265,,,,,,"EPSG","03/07/00 00:00:00","2000.101",1,1
31466,"DHDN / 3-degree Gauss-Kruger zone 2",,"projected",4530,,4314,16262,,,,"Zone width 3 degrees. Also used offshore between 4.5°E and 7.5°E by State Geological Surveys. Not used offshore in oil industry. See CRS code 5676 for variant with axes order reversed to easting before northing for use in GIS applications.","Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","01/21/12 00:00:00","2005.180 2006.410 2008.011 2011.050 2011.104",1,0
31467,"DHDN / 3-degree Gauss-Kruger zone 3",,"projected",4530,,4314,16263,,,,"Zone width 3 degrees. Also used offshore by State Geological Surveys. Not used offshore in oil industry. See CRS code 5677 for variant with axes order reversed to easting before northing for use in GIS applications.","Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","01/21/12 00:00:00","2005.180 2006.410 2008.011 2011.050 2011.104",1,0
31468,"DHDN / 3-degree Gauss-Kruger zone 4",,"projected",4530,,4314,16264,,,,"Zone width 3 degrees. Also used offshore by State Geological Surveys. Not used offshore in oil industry. See CRS code 5678 for variant with axes order reversed to easting before northing for use in GIS applications.","Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","01/21/12 00:00:00","2005.180 2006.460 2008.011 2011.050 2011.104",1,0
31469,"DHDN / 3-degree Gauss-Kruger zone 5",,"projected",4530,,4314,16265,,,,"Zone width 3 degrees. Also used offshore by State Geological Surveys. Not used offshore in oil industry. See CRS code 5679 for variant with axes order reversed to easting before northing for use in GIS applications.","Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","01/21/12 00:00:00","2006.410 2008.011 2011.050 2011.104",1,0
61546405,"ED50(ED77) (deg)",,"geographic 2D",6405,,4154,101,,,,"See CRS code 4154 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
61926405,"Douala 1948 (deg)",,"geographic 2D",6405,,4192,101,,,,"See CRS code 4192 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
62306405,"ED50 (deg)",,"geographic 2D",6405,,4230,101,,,,"See CRS code 4230 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
66026405,"Dominica 1945 (deg)",,"geographic 2D",6405,,4602,101,,,,"See CRS code 4602 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
2061,"ED50(ED77) / UTM zone 41N",,"projected",4400,,4154,16041,,,,,,"EPSG","03/07/00 00:00:00","1999.740",1,0
2068,"ELD79 / Libya zone 5",,"projected",4499,,4159,18240,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2069,"ELD79 / Libya zone 6",,"projected",4499,,4159,18241,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2070,"ELD79 / Libya zone 7",,"projected",4499,,4159,18242,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2071,"ELD79 / Libya zone 8",,"projected",4499,,4159,18243,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2072,"ELD79 / Libya zone 9",,"projected",4499,,4159,18244,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2073,"ELD79 / Libya zone 10",,"projected",4499,,4159,18245,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2074,"ELD79 / Libya zone 11",,"projected",4499,,4159,18246,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2075,"ELD79 / Libya zone 12",,"projected",4499,,4159,18247,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2076,"ELD79 / Libya zone 13",,"projected",4499,,4159,18248,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2077,"ELD79 / UTM zone 32N",,"projected",4400,,4159,16032,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2078,"ELD79 / UTM zone 33N",,"projected",4400,,4159,16033,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2079,"ELD79 / UTM zone 34N",,"projected",4400,,4159,16034,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2080,"ELD79 / UTM zone 35N",,"projected",4400,,4159,16035,,,,,"Brown and Root","EPSG","03/07/00 00:00:00",,1,0
2087,"ELD79 / TM 12 NE",,"projected",4400,,4159,16412,,,,,"Total-Fina","EPSG","03/07/00 00:00:00",,1,0
2176,"ETRF2000-PL / CS2000/15",,"projected",4531,,9702,18305,,,,"See ETRF2000-PL / CS92 (code 2180) for smaller scale mapping.","Ordinance of the Council of Ministers of 15th November 2012 on the state system of spatial reference system, Glowny Urzad Geodezji i Kartografii (GUGiK), http://www.gugik.gov.pl","EPSG","03/18/21 00:00:00","2005.180 2007.014 2020.026 2020.031 2020.123",1,0
2177,"ETRF2000-PL / CS2000/18",,"projected",4531,,9702,18306,,,,"See ETRF2000-PL / CS92 (code 2180) for smaller scale mapping.","Ordinance of the Council of Ministers of 15th November 2012 on the state system of spatial reference system, Glowny Urzad Geodezji i Kartografii (GUGiK), http://www.gugik.gov.pl","EPSG","03/18/21 00:00:00","2005.180 2007.014 2020.026 2020.031 2020.123",1,0
2178,"ETRF2000-PL / CS2000/21",,"projected",4531,,9702,18307,,,,"See ETRF2000-PL / CS92 (code 2180) for smaller scale mapping.","Ordinance of the Council of Ministers of 15th November 2012 on the state system of spatial reference system, Glowny Urzad Geodezji i Kartografii (GUGiK), http://www.gugik.gov.pl","EPSG","03/18/21 00:00:00","2005.180 2007.014 2020.026 2020.031 2020.123",1,0
2179,"ETRF2000-PL / CS2000/24",,"projected",4531,,9702,18308,,,,"See ETRF2000-PL / CS92 (code 2180) for smaller scale mapping.","Ordinance of the Council of Ministers of 15th November 2012 on the state system of spatial reference system, Glowny Urzad Geodezji i Kartografii (GUGiK), http://www.gugik.gov.pl","EPSG","03/18/21 00:00:00","2005.180 2007.014 2020.026 2020.031 2020.123",1,0
2180,"ETRF2000-PL / CS92",,"projected",4531,,9702,18300,,,,"See ETRF2000-PL / CS2000 zones 2000/15, 2000/18, 2000/21 and 2000/24 (codes 2176-79) for large scale purposes.","Ordinance of the Council of Ministers of 15th November 2012 on the state system of spatial reference system, Glowny Urzad Geodezji i Kartografii (GUGiK), http://www.gugik.gov.pl","EPSG","03/18/21 00:00:00","2005.180 2007.014 2020.026 2020.031 2020.123",1,0
3300,"Estonian Coordinate System of 1992",,"projected",4530,,4133,19938,,,,"EST97 / TM Baltic (CRS code 25884) used for medium and small scale applications. Replaced by Estonian Coordinate System of 1997 (code 3301).","http://www.geo.ut.ee/","EPSG","06/30/11 00:00:00","2005.460 2011.055",1,0
3301,"Estonian Coordinate System of 1997",,"projected",4530,,4180,19938,,,,"Replaces Estonian Coordinate System of 1992 (code 3300). EST97 / TM Baltic (CRS code 25884) used for medium and small scale applications.","Estonian National Land Board via EuroGeographics; http://crs.bkg.bund.de/crs-eu/","EPSG","05/27/05 00:00:00","2005.180",1,0
3355,"Egypt Gulf of Suez S-650 TL / Red Belt",,"projected",4400,,4706,18072,,,,"Differs from Egypt 1907 / Red Belt (CRS code 22992) by approximately 20m.","Various industry sources.","EPSG","01/31/06 00:00:00",,1,0
3130,"ETRS89 / ETRS-GK23FIN",,"projected",4500,,4258,18187,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK23FIN (CRS code 3877).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
3131,"ETRS89 / ETRS-GK24FIN",,"projected",4500,,4258,18188,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK24FIN (CRS code 3878).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
3132,"ETRS89 / ETRS-GK25FIN",,"projected",4500,,4258,18189,,,,"Withdrawn and replaced in 2009 by ETRS89 / GK25FIN (CRS code 3879).","National Land Survey of Finland;
http://www.maanmittauslaitos.fi","EPSG","03/30/20 00:00:00","2007.014 2008.112 2020.026 2020.031",1,0
