EXTENT_CODE,EXTENT_NAME,EXTENT_DESCRIPTION,BBOX_SOUTH_BOUND_LAT,BBOX_WEST_BOUND_LON,BBOX_NORTH_BOUND_LAT,BBOX_EAST_BOUND_LON,ISO_A2_CODE,ISO_A3_CODE,ISO_N_CODE,VERTICAL_EXTENT_MIN,VERTICAL_EXTENT_MAX,VERTICAL_EXTENT_CRS_CODE,TEMPORAL_EXTENT_BEGIN,TEMPORAL_EXTENT_END,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
1049,"Bolivia","Bolivia.",-2.2910000000000000e+01,-6.9659999999999997e+01,-9.6699999999999999e+00,-5.7520000000000003e+01,"BO","BOL",68,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2011.037 2014.025",0
1050,"Bosnia and Herzegovina","Bosnia and Herzegovina.",4.2560000000000002e+01,1.5740000000000000e+01,4.5270000000000003e+01,1.9620000000000001e+01,"BA","BIH",70,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2008.045 2008.053 2008.054 2011.095 2014.025",0
1051,"Botswana","Botswana.",-2.6879999999999999e+01,1.9989999999999998e+01,-1.7780000000000001e+01,2.9379999999999999e+01,"BW","BWA",72,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2014.025",0
1052,"Bouvet Island","Bouvet Island - onshore and offshore.",-5.7799999999999997e+01,-2.3799999999999999e+00,-5.1060000000000002e+01,9.2100000000000009e+00,"BV","BVT",74,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2012.023 2014.025",0
1053,"Brazil","Brazil - onshore and offshore. Includes Rocas, Fernando de Noronha archipelago, Trindade, Ihlas Martim Vaz and Sao Pedro e Sao Paulo.",-3.5710000000000001e+01,-7.4010000000000005e+01,7.0400000000000000e+00,-2.5280000000000001e+01,"BR","BRA",76,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2011.037 2012.044 2014.025",0
1347,"Belgium - onshore","Belgium - onshore.",4.9500000000000000e+01,2.5000000000000000e+00,5.1509999999999998e+01,6.4000000000000004e+00,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.095 2014.024",0
1543,"Austria - Styria","Austria - Styria.",4.6640000000000001e+01,1.3580000000000000e+01,4.7840000000000003e+01,1.6170000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.095 2014.023",0
1572,"Brazil - 54°W to 48°W and Aratu","Brazil - offshore between 54°W and 48°W, including Pelotas basin.",-3.5710000000000001e+01,-5.3380000000000003e+01,-2.5010000000000002e+01,-4.7990000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2010.097 2011.037 2011.053 2014.023",0
1573,"Brazil - 48°W to 42°W and Aratu","Brazil - offshore areas south of intersection of parallel of 2°55'S with coast and between 48°W and 42°W including Santos basin.",-3.3500000000000000e+01,-4.8009999999999998e+01,0.0000000000000000e+00,-4.1990000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2010.097 2011.037 2011.053 2014.023",0
1574,"Brazil - 42°W to 36°W and Aratu","Brazil - between 42°W and 36°W, southern hemisphere offshore including Campos and Espirito Santo basins; onshore Tucano basin area.",-2.6350000000000001e+01,-4.2009999999999998e+01,1.0000000000000000e-02,-3.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2008.054 2010.097 2011.037 2011.053 2014.023",0
1615,"Botswana - west of 24°E","Botswana - west of 24°E.",-2.6879999999999999e+01,1.9989999999999998e+01,-1.7989999999999998e+01,2.4000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.004 2012.049 2014.022",0
1616,"Botswana - 21°E to 27°E","Botswana - between 21°E and 27°E.",-2.6879999999999999e+01,2.1000000000000000e+01,-1.7780000000000001e+01,2.7000000000000000e+01,,,,,,,,,,"OGP","EPSG","06/23/08 00:00:00","2008.045 2011.004",1
1617,"Botswana - east of 24°E","Botswana - east of 24°E.",-2.5840000000000000e+01,2.4000000000000000e+01,-1.7780000000000001e+01,2.9379999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.004 2012.049 2014.022",0
1674,"Bangladesh - onshore west of 90°E","Bangladesh - onshore west of 90°E.",2.1590000000000000e+01,8.8010000000000005e+01,2.6640000000000001e+01,9.0000000000000000e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2008.045 2012.040 2017.008",0
1675,"Bangladesh - onshore east of 90°E","Bangladesh - onshore east of 90°E.",2.0520000000000000e+01,9.0000000000000000e+01,2.5289999999999999e+01,9.2670000000000002e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2008.045 2012.040 2012.062 2017.008",0
1706,"Austria - west of 11°50'E","Austria west of 11°50'E of Greenwich (29°30'E of Ferro).",4.6770000000000003e+01,9.5299999999999994e+00,4.7609999999999999e+01,1.1840000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.095 2014.022",0
1707,"Austria - 11°50'E to 14°50'E","Austria between 11°50'E and 14°50'E of Greenwich (29°30'E and 32°30'E of Ferro).",4.6399999999999999e+01,1.1830000000000000e+01,4.8789999999999999e+01,1.4840000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.095 2014.022",0
1708,"Austria - east of 14°50'E","Austria east of 14°50'E of Greenwich (32°30'E of Ferro).",4.6560000000000002e+01,1.4830000000000000e+01,4.9020000000000003e+01,1.7170000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.095 2014.022",0
1754,"Brazil - Amazon cone shelf","Brazil - offshore shelf - Amazon cone.",-1.0500000000000000e+00,-5.1640000000000001e+01,5.5999999999999996e+00,-4.8000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.004 2011.037 2014.022",0
1761,"Bolivia - 66°W to 60°W","Bolivia between 66°W and 60°W.",-2.2870000000000001e+01,-6.6000000000000000e+01,-9.6699999999999999e+00,-6.0000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2005.140 2008.045 2011.018 2011.037 2014.022",0
1817,"Brazil - 48°W to 42°W","Brazil - between 48°W and 42°W.",-2.6300000000000001e+01,-4.8000000000000000e+01,0.0000000000000000e+00,-4.2000000000000000e+01,,,,,,,,,,"OGP","EPSG","06/23/08 00:00:00","2005.144 2008.045 2010.097",1
1818,"Brazil - 42°W to 36°W onshore","Brazil - between 42°W and 36°W, onshore.",-2.2960000000000001e+01,-4.2000000000000000e+01,-2.6800000000000002e+00,-3.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/09/11 00:00:00","2005.144 2008.045 2010.097 2011.037",0
1819,"Brazil - 36°W to 30°W","Brazil - between 36°W and 30°W.",-1.0050000000000001e+01,-3.6000000000000000e+01,-5.1500000000000004e+00,-3.0000000000000000e+01,,,,,,,,,,"OGP","EPSG","06/23/08 00:00:00","2005.144 2008.044 2008.045 2011.004",1
2400,"Bolivia - Madidi","Bolivia - Madidi.",-1.4430000000000000e+01,-6.8959999999999994e+01,-1.3560000000000000e+01,-6.7790000000000006e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.037 2014.020",0
2401,"Bolivia - Block 20","Bolivia - Block 20.",-2.1710000000000001e+01,-6.3439999999999998e+01,-2.1090000000000000e+01,-6.2950000000000003e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.037 2014.020",0
2413,"Bahamas - main islands onshore","Bahamas - onshore southwest of a line from 27°30'N, 77°30'W through 23°15'N, 74°30'W to 22°30'N, 72°30'W.",2.0859999999999999e+01,-7.9040000000000006e+01,2.7289999999999999e+01,-7.2680000000000007e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.051 2011.067 2014.020",0
2414,"Bahamas (San Salvador Island) - onshore","Bahamas (San Salvador Island) - onshore.",2.3899999999999999e+01,-7.4599999999999994e+01,2.4190000000000001e+01,-7.4370000000000005e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.051 2014.020",0
2592,"Azerbaijan - offshore and Sangachal","Azerbaijan - Caspian offshore and onshore Sangachal terminal.",3.7890000000000001e+01,4.8659999999999997e+01,4.2590000000000003e+01,5.1729999999999997e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.095 2014.019",0
2594,"Azerbaijan - coastal area Baku to Astara","Azerbaijan - coastal area Baku to Astara.",3.8310000000000002e+01,4.8930000000000000e+01,4.0329999999999998e+01,5.0399999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.095 2014.019",0
3176,"Brazil - 54°W to 48°W and south of 15°S","Brazil - onshore between 54°W and 48°W and south of 15°S.",-3.3780000000000001e+01,-5.4000000000000000e+01,-1.5000000000000000e+01,-4.8000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/09/11 00:00:00","2008.045 2010.097 2011.037",0
3177,"Brazil - 48°W to 42°W and south of 15°S","Brazil - onshore between 48°W and 42°W and south of 15°S.",-2.5289999999999999e+01,-4.8000000000000000e+01,-1.5000000000000000e+01,-4.2000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/09/11 00:00:00","2008.045 2010.097 2011.037",0
3217,"Bangladesh - onshore","Bangladesh - onshore.",2.0520000000000000e+01,8.8010000000000005e+01,2.6640000000000001e+01,9.2670000000000002e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2012.040 2012.062 2017.008",0
3218,"Barbados - onshore","Barbados - onshore.",1.3000000000000000e+01,-5.9710000000000001e+01,1.3390000000000001e+01,-5.9369999999999997e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2007.032 2011.064 2014.017",0
3219,"Belize - onshore","Belize - onshore.",1.5880000000000001e+01,-8.9219999999999999e+01,1.8489999999999998e+01,-8.7719999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.064 2014.017",0
3220,"Benin - onshore","Benin - onshore.",6.1699999999999999e+00,7.7000000000000002e-01,1.2400000000000000e+01,3.8599999999999999e+00,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.049 2014.017",0
3221,"Bermuda - onshore","Bermuda - onshore.",3.2210000000000001e+01,-6.4890000000000001e+01,3.2430000000000000e+01,-6.4609999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.064 2014.017",0
3222,"Bouvet Island - onshore","Bouvet Island - onshore.",-5.4520000000000003e+01,3.2900000000000000e+00,-5.4329999999999998e+01,3.5400000000000000e+00,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.023 2014.017",0
3445,"Brazil - 48°W to 42°W","Brazil - between 48°W and 42°W, northern and southern hemispheres, onshore and offshore.",-3.3500000000000000e+01,-4.8000000000000000e+01,5.1299999999999999e+00,-4.2000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2010.097 2011.037 2014.015",0
3446,"Brazil - 42°W to 36°W","Brazil - between 42°W and 36°W, northern and southern hemispheres, onshore and offshore.",-2.6350000000000001e+01,-4.2000000000000000e+01,7.3999999999999999e-01,-3.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2010.097 2011.037 2014.015",0
3447,"Brazil - 36°W to 30°W","Brazil - between 36°W and 30°W, northern and southern hemispheres, onshore and offshore.",-2.3800000000000001e+01,-3.6000000000000000e+01,4.1900000000000004e+00,-2.9989999999999998e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2010.097 2011.037 2012.070 2014.015",0
3733,"Bolivia - east of 60°W","Bolivia - east of 60°W.",-2.0170000000000002e+01,-6.0000000000000000e+01,-1.6270000000000000e+01,-5.7520000000000003e+01,,,,,,,,,,"OGP","EPSG","05/09/11 00:00:00","2010.074 2011.018 2011.037",0
3734,"Bhutan - Bumthang district","Bhutan - Bumthang district.",2.7329999999999998e+01,9.0459999999999994e+01,2.8090000000000000e+01,9.1019999999999996e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2010.086 2014.013",0
3737,"Bhutan - Chhukha district","Bhutan - Chhukha district.",2.6710000000000001e+01,8.9260000000000005e+01,2.7320000000000000e+01,8.9829999999999998e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2014.013 2017.008",0
3738,"Bhutan - Dagana district","Bhutan - Dagana district.",2.6699999999999999e+01,8.9629999999999995e+01,2.7289999999999999e+01,9.0079999999999998e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2017.008",0
3740,"Bhutan - Gasa district","Bhutan - Gasa district.",2.7719999999999999e+01,8.9439999999999998e+01,2.8329999999999998e+01,9.0469999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2010.086 2012.050 2014.013",0
3742,"Bhutan - Ha district","Bhutan - Ha district.",2.7020000000000000e+01,8.8900000000000006e+01,2.7620000000000001e+01,8.9390000000000001e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2014.013 2017.008",0
3743,"Bhutan - Lhuentse district","Bhutan - Lhuentse district.",2.7390000000000001e+01,9.0769999999999996e+01,2.8090000000000000e+01,9.1489999999999995e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2010.086 2014.013",0
3745,"Bhutan - Mongar district","Bhutan - Mongar district.",2.6930000000000000e+01,9.0950000000000003e+01,2.7609999999999999e+01,9.1500000000000000e+01,,,,,,,,,,"OGP","EPSG","09/17/10 00:00:00","2010.086",0
3746,"Bhutan - Paro district","Bhutan - Paro district.",2.7180000000000000e+01,8.9120000000000005e+01,2.7789999999999999e+01,8.9560000000000002e+01,,,,,,,,,,"OGP","EPSG","09/17/10 00:00:00","2010.086",0
3747,"Bhutan - Pemagatshel district","Bhutan - Pemagatshel district.",2.6780000000000001e+01,9.1000000000000000e+01,2.7180000000000000e+01,9.1560000000000002e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2014.013 2017.008",0
3749,"Bhutan - Punakha district","Bhutan - Punakha district.",2.7460000000000001e+01,8.9629999999999995e+01,2.7870000000000001e+01,9.0079999999999998e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2010.086 2014.013",0
3750,"Bhutan - Samdrup Jongkhar district","Bhutan - Samdrup Jongkhar district.",2.6789999999999999e+01,9.1390000000000001e+01,2.7250000000000000e+01,9.2129999999999995e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2014.013 2017.008",0
3751,"Bhutan - Samtse district","Bhutan - Samtse district.",2.6800000000000001e+01,8.8739999999999995e+01,2.7280000000000001e+01,8.9379999999999995e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2014.013 2017.008",0
3752,"Bhutan - Sarpang district","Bhutan - Sarpang district.",2.6730000000000000e+01,9.0010000000000005e+01,2.7230000000000000e+01,9.0780000000000001e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2017.008",0
3753,"Bhutan - Thimphu district","Bhutan - Thimphu district.",2.7140000000000001e+01,8.9219999999999999e+01,2.8010000000000002e+01,8.9769999999999996e+01,,,,,,,,,,"OGP","EPSG","09/17/10 00:00:00","2010.086",0
3754,"Bhutan - Trashigang district","Bhutan - Trashigang district.",2.7010000000000002e+01,9.1370000000000005e+01,2.7489999999999998e+01,9.2129999999999995e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2014.013 2017.008",0
3755,"Bhutan - Trongsa district","Bhutan - Trongsa district.",2.7129999999999999e+01,9.0260000000000005e+01,2.7789999999999999e+01,9.0760000000000005e+01,,,,,,,,,,"OGP","EPSG","09/17/10 00:00:00","2010.086",0
3757,"Bhutan - Tsirang district","Bhutan - Tsirang district.",2.6809999999999999e+01,9.0000000000000000e+01,2.7199999999999999e+01,9.0349999999999994e+01,,,,,,,,,,"OGP","EPSG","09/17/10 00:00:00","2010.086",0
3758,"Bhutan - Wangdue Phodrang district","Bhutan - Wangdue Phodrang district.",2.7109999999999999e+01,8.9709999999999994e+01,2.8079999999999998e+01,9.0540000000000006e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2010.086 2014.013",0
3760,"Bhutan - Yangtse district","Bhutan - Yangtse district.",2.7370000000000001e+01,9.1340000000000003e+01,2.8000000000000000e+01,9.1769999999999996e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2012.050 2014.013 2017.008",0
3761,"Bhutan - Zhemgang district","Bhutan - Zhemgang district.",2.6770000000000000e+01,9.0530000000000001e+01,2.7390000000000001e+01,9.1189999999999998e+01,,,,,,,,,,"OGP","EPSG","03/19/17 00:00:00","2010.086 2017.008",0
3805,"Bonaire, St Eustatius and Saba","Bonaire, St Eustatius and Saba - onshore and offshore.",1.1660000000000000e+01,-6.9090000000000003e+01,1.7960000000000001e+01,-6.2759999999999998e+01,"BQ","BES",535,,,,,,"Formerly part of the Netherlands Antilles.","ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2011.015 2011.064 2014.012",0
3808,"Brazil - 36°W to 30°W offshore","Brazil - offshore between 36°W and 30°W, southern hemisphere.",-2.0109999999999999e+01,-3.6000000000000000e+01,0.0000000000000000e+00,-3.0000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.004 2010.097 2011.021 2011.037 2014.012",0
3820,"Bonaire - St Eustatius and Saba","Bonaire, St Eustatius and Saba - St Eustatius and Saba - onshore and offshore.",1.6680000000000000e+01,-6.4019999999999996e+01,1.7960000000000001e+01,-6.2759999999999998e+01,,,,,,,,,"Formerly part of the Netherlands Antilles.","OGP","EPSG","05/01/14 00:00:00","2011.015 2011.064 2014.012",0
3821,"Bonaire","Bonaire, St Eustatius and Saba - Bonaire - onshore and offshore.",1.1660000000000000e+01,-6.9090000000000003e+01,1.5300000000000001e+01,-6.7980000000000004e+01,,,,,,,,,"Formerly part of the Netherlands Antilles.","OGP","EPSG","05/01/14 00:00:00","2011.015 2011.037 2014.012",0
3822,"Bonaire - onshore","Bonaire, St Eustatius and Saba - Bonaire - onshore.",1.1970000000000001e+01,-6.8469999999999999e+01,1.2359999999999999e+01,-6.8140000000000001e+01,,,,,,,,,"Formerly part of the Netherlands Antilles.","OGP","EPSG","05/09/11 00:00:00","2011.015 2011.037",0
3827,"Bolivia - west of 66°W","Bolivia - west of 66°W.",-2.2910000000000000e+01,-6.9659999999999997e+01,-9.7699999999999996e+00,-6.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.018 2011.037 2014.012",0
3851,"Brazil - 36°W to 30°W SAD69","Brazil - between 36°W and 30°W, northern and southern hemispheres, onshore and offshore within 370km of the mainland.",-2.0100000000000001e+01,-3.6000000000000000e+01,-4.8999999999999999e-01,-3.0000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/09/11 00:00:00","2011.021 2011.037 2012.070",1
3877,"Brazil - 42°W to 36°W and south of 15°S onshore","Brazil - between 42°W and 36°W and south of 15°S, onshore.",-2.2960000000000001e+01,-4.2000000000000000e+01,-1.4990000000000000e+01,-3.8820000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.053 2014.012",0
3878,"Brazil - 54°W to 48°W and SAD69","Brazil - onshore and offshore northern and southern hemispheres between 54°W and 48°W.",-3.5710000000000001e+01,-5.4009999999999998e+01,7.0400000000000000e+00,-4.7990000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.053 2014.012",0
3881,"Brazil - 60°W to 54°W","Brazil - between 60°W and 54°W, northern and southern hemispheres.",-3.1910000000000000e+01,-6.0000000000000000e+01,4.5099999999999998e+00,-5.3990000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.053 2012.070 2014.012",0
3943,"Bahrain - onshore","Bahrain - onshore.",2.5530000000000001e+01,5.0390000000000001e+01,2.6340000000000000e+01,5.0850000000000001e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.004 2012.051 2014.012",0
4014,"Australia - Western Australia mainland","Australia - Western Australia mainland.",-3.5189999999999998e+01,1.1284999999999999e+02,-1.3670000000000000e+01,1.2900999999999999e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.007 2012.027 2014.009",0
4024,"Brazil - 72°W to 66°W","Brazil - between 72°W and 66°W, northern and southern hemispheres.",-1.1140000000000001e+01,-7.2000000000000000e+01,2.1499999999999999e+00,-6.5989999999999995e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.070 2012.044 2014.009",0
4026,"Brazil - 66°W to 60°W","Brazil - between 66°W and 60°W, northern and southern hemispheres.",-1.6280000000000001e+01,-6.6000000000000000e+01,5.2800000000000002e+00,-5.9990000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.070 2014.009",0
4129,"Brazil - 48°W to 42°W and north of 0°N","Brazil - offshore between 48°W and 42°W, northern hemisphere.",0.0000000000000000e+00,-4.8000000000000000e+01,5.1299999999999999e+00,-4.1990000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2013.007 2014.009",0
4133,"Brazil - 42°W to 36°W and north of 0°N","Brazil - offshore between 42°W and 36°W, northern hemisphere.",0.0000000000000000e+00,-4.2000000000000000e+01,7.3999999999999999e-01,-3.8219999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2013.007 2014.009",0
4196,"Australia and Macquarie - 156°E to 162°E","Australia including Lord Howe Island and Macquarie Islands - onshore and offshore between 156°E and 162°E.",-6.0560000000000002e+01,1.5600000000000000e+02,-1.4080000000000000e+01,1.6200999999999999e+02,,,,,,,,,,"OGP","EPSG","12/15/16 00:00:00","2014.005 2016.054",0
4436,"Australia - Western Australia - Kalgoorlie","Australia - Western Australia - Kalgoorlie area.",-3.2250000000000000e+01,1.2100000000000000e+02,-2.8750000000000000e+01,1.2184000000000000e+02,,,,,,,,,,"Landgate (Government of Western Australia), www.landgate.wa.gov.au.","EPSG","02/22/17 00:00:00","2017.004",0
4451,"Australia - Western Australia - Karratha","Australia - Western Australia - Karratha area onshore.",-2.0920000000000002e+01,1.1658000000000000e+02,-2.0250000000000000e+01,1.1725000000000000e+02,,,,,,,,,,"Landgate (Government of Western Australia), www.landgate.wa.gov.au.","EPSG","02/22/17 00:00:00","2017.004",0
4452,"Australia - Western Australia - Kununurra","Australia - Western Australia - Kununurra area onshore below 200m AHD.",-1.6750000000000000e+01,1.2850000000000000e+02,-1.4750000000000000e+01,1.2900000000000000e+02,,,,,,,,,,"Landgate (Government of Western Australia), www.landgate.wa.gov.au.","EPSG","02/22/17 00:00:00","2017.004",0
4453,"Australia - Western Australia - Lancelin","Australia - Western Australia - Lancelin area onshore below 200m AHD.",-3.1489999999999998e+01,1.1515000000000001e+02,-3.0710000000000001e+01,1.1562000000000000e+02,,,,,,,,,,"Landgate (Government of Western Australia), www.landgate.wa.gov.au.","EPSG","02/22/17 00:00:00","2017.004",0
4457,"Australia - Western Australia - Margaret River","Australia - Western Australia - Margaret River area onshore below 200m AHD.",-3.4420000000000002e+01,1.1495999999999999e+02,-3.3509999999999998e+01,1.1523999999999999e+02,,,,,,,,,,"Landgate (Government of Western Australia), www.landgate.wa.gov.au.","EPSG","02/22/17 00:00:00","2017.004",0
4462,"Australia - Western Australia - Perth","Australia - Western Australia - Perth area onshore below 165m AHD.",-3.3420000000000002e+01,1.1544000000000000e+02,-3.1329999999999998e+01,1.1609000000000000e+02,,,,,,,,,,"Landgate (Government of Western Australia), www.landgate.wa.gov.au.","EPSG","02/22/17 00:00:00","2017.004",0
4466,"Australia - Western Australia - Port Hedland","Australia - Western Australia - Port Hedland area onshore.",-2.0789999999999999e+01,1.1825000000000000e+02,-2.0100000000000001e+01,1.1897000000000000e+02,,,,,,,,,,"Landgate (Government of Western Australia), www.landgate.wa.gov.au.","EPSG","02/22/17 00:00:00","2017.004",0
4493,"Australia Christmas and Cocos - onshore","Australia - Australian Capital Territory, New South Wales, Northern Territory, Queensland, South Australia, Tasmania, Western Australia and Victoria - onshore. Christmas Island - onshore. Cocos and Keeling Islands - onshore.",-4.3700000000000003e+01,9.6760000000000005e+01,-9.8599999999999994e+00,1.5369000000000000e+02,,,,,,,,,"Union of areas 2575, 4169 and 1069.","OGP","EPSG","02/14/18 00:00:00","2018.009",0
4576,"Brazil - 54°W to 48°W and 15°S to 27°30'S","Brazil - onshore between 54°W and 48°W and between 15°S and 27°30'S.",-2.7500000000000000e+01,-5.4000000000000000e+01,-1.4990000000000000e+01,-4.7990000000000002e+01,,,,,,,,,,"IOGP","EPSG","02/14/20 00:00:00","2020.014",0
4585,"Austria - Vienna","Austria - Vienna city state.",4.8119999999999997e+01,1.6180000000000000e+01,4.8340000000000003e+01,1.6590000000000000e+01,,,,,,,,,,"IOGP","EPSG","04/24/20 00:00:00","2020.036",0
1054,"British Indian Ocean Territory","British Indian Ocean Territory - onshore and offshore - Chagos Archipelago.",-1.0800000000000001e+01,6.7879999999999995e+01,-2.2799999999999998e+00,7.5859999999999999e+01,"IO","IOT",86,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2012.048 2014.025",0
1055,"Brunei","Brunei Darussalam - onshore and offshore.",4.0099999999999998e+00,1.1237000000000000e+02,6.3099999999999996e+00,1.1537000000000000e+02,"BN","BRN",96,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2008.070 2010.084 2012.040 2014.025",0
1056,"Bulgaria","Bulgaria - onshore and offshore.",4.1240000000000002e+01,2.2359999999999999e+01,4.4229999999999997e+01,3.1350000000000001e+01,"BG","BGR",100,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2011.095 2014.025",0
1057,"Burkina Faso","Burkina Faso.",9.3900000000000006e+00,-5.5300000000000002e+00,1.5090000000000000e+01,2.3999999999999999e+00,"BF","BFA",854,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2014.025",0
1058,"Burundi","Burundi.",-4.4500000000000002e+00,2.8980000000000000e+01,-2.2999999999999998e+00,3.0859999999999999e+01,"BI","BDI",108,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2012.049 2014.025",0
3524,"Canada - 72°W to 66°W","Canada between 72°W and 66°W onshore and offshore - New Brunswick, Labrador, Nova Scotia, Nunavut, Quebec.",4.0799999999999997e+01,-7.2000000000000000e+01,8.4000000000000000e+01,-6.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","07/27/11 00:00:00","2008.045 2011.064",0
